Time;Output 1;Output 2;Output 3;Output 4
15:52:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:23;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:28;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:32;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:33;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:38;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:43;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:45;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:46;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:47;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:48;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:49;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:50;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:51;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:52;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:53;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:55;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:56;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:57;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:58;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:52:59;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:00;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:01;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:02;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:03;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:04;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:05;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:06;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:07;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:08;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:09;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:10;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:11;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:12;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:13;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:14;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:15;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:16;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:17;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:18;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:20;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:21;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:23;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:28;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:29;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:32;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:33;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:38;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:45;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:46;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:47;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:48;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:49;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:50;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:51;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:52;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:53;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:54;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:55;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:56;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:57;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:58;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:53:59;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:00;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:01;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:02;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:03;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:04;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:05;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:06;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:07;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:09;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:10;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:11;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:12;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:13;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:14;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:15;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:16;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:17;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:18;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:19;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:20;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:21;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:23;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:28;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:29;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:32;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:38;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:43;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:45;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:46;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:47;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:48;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:49;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:50;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:51;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:52;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:53;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:54;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:55;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:56;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:57;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:54:59;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:00;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:01;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:02;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:03;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:04;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:05;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:06;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:07;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:08;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:09;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:10;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:11;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:12;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:13;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:14;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:15;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:16;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:17;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:18;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:19;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:20;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:21;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:28;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:29;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:32;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:33;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:38;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:43;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:45;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:46;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:47;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:49;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:50;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:51;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:52;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:53;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:54;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:55;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:56;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:57;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:58;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:55:59;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:00;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:01;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:02;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:03;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:04;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:05;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:06;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:07;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:08;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:09;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:10;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:11;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:12;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:14;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:15;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:16;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:17;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:18;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:19;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:20;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:21;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:23;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:28;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:29;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:32;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:33;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:43;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:45;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:46;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:47;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:48;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:49;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:50;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:51;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:52;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:53;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:54;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:55;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:56;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:57;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:58;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:56:59;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:00;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:01;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:02;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:04;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:05;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:06;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:07;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:08;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:09;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:10;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:11;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:12;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:13;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:14;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:15;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:16;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:17;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:18;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:19;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:20;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:21;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:23;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:29;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:32;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:33;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:38;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:43;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
